Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00045_rnmV_1,PF13331,DUF4093,Domain of unknown function (DUF4093),PFAM,33.1,93-176
OFBKKLGO_00045_rnmV_1,PF13662,Toprim_4,Toprim domain,PFAM,33.1,4-72
OFBKKLGO_00046_rsmA,PF00398,RrnaAD,Ribosomal RNA adenine dimethylase,PFAM,33.1,21-281
OFBKKLGO_00047_yabG,PF05582,Peptidase_U57,YabG peptidase U57,PFAM,33.1,4-286
OFBKKLGO_00048_veg,PF06257,VEG,Biofilm formation stimulator VEG,PFAM,33.1,3-75
OFBKKLGO_00049_group_16234,PF00269,SASP,"Small, acid-soluble spore proteins, alpha/beta type",PFAM,33.1,10-54
OFBKKLGO_00050_ispE,PF00288,GHMP_kinases_N,GHMP kinases N terminal domain,PFAM,33.1,87-144
OFBKKLGO_00050_ispE,PF08544,GHMP_kinases_C,GHMP kinases C terminal,PFAM,33.1,213-271
OFBKKLGO_00051_purR,PF00156,Pribosyltran,Phosphoribosyl transferase domain,PFAM,33.1,110-251
OFBKKLGO_00051_purR,PF09182,PuR_N,"Bacterial purine repressor, N-terminal",PFAM,33.1,4-73
OFBKKLGO_00052_yabJ,PF01042,Ribonuc_L-PSP,Endoribonuclease L-PSP,PFAM,33.1,7-123
OFBKKLGO_00053_spoVG,PF04026,SpoVG,SpoVG,PFAM,33.1,2-81
OFBKKLGO_00054_glmU,PF00483,NTP_transferase,Nucleotidyl transferase,PFAM,33.1,6-216
OFBKKLGO_00054_glmU,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),PFAM,33.1,395-428;266-300;318-352
OFBKKLGO_00055_prs,PF14572,Pribosyl_synth,Phosphoribosyl synthetase-associated domain,PFAM,33.1,205-316
OFBKKLGO_00055_prs,PF13793,Pribosyltran_N,N-terminal domain of ribose phosphate pyrophosphokinase,PFAM,33.1,10-126
OFBKKLGO_00056_ctc,PF01386,Ribosomal_L25p,Ribosomal L25p family,PFAM,33.1,4-90
OFBKKLGO_00056_ctc,PF14693,Ribosomal_TL5_C,"Ribosomal protein TL5, C-terminal domain",PFAM,33.1,99-181
OFBKKLGO_00057_pth,PF01195,Pept_tRNA_hydro,Peptidyl-tRNA hydrolase,PFAM,33.1,3-185
OFBKKLGO_00058_fin,PF10955,DUF2757,Protein of unknown function (DUF2757),PFAM,33.1,1-76
OFBKKLGO_00059_mfd,PF00270,DEAD,DEAD/DEAH box helicase,PFAM,33.1,625-784
OFBKKLGO_00059_mfd,PF00271,Helicase_C,Helicase conserved C-terminal domain,PFAM,33.1,828-929
OFBKKLGO_00059_mfd,PF03461,TRCF,TRCF domain,PFAM,33.1,1026-1117
OFBKKLGO_00059_mfd,PF02559,CarD_CdnL_TRCF,CarD-like/TRCF domain,PFAM,33.1,500-595
OFBKKLGO_00059_mfd,PF17757,UvrB_inter,UvrB interaction domain,PFAM,33.1,141-228
OFBKKLGO_00061_murJ_1,PF14667,Polysacc_synt_C,Polysaccharide biosynthesis C-terminal domain,PFAM,33.1,354-498
OFBKKLGO_00061_murJ_1,PF01943,Polysacc_synt,Polysaccharide biosynthesis protein,PFAM,33.1,13-303
OFBKKLGO_00062_group_3077,PF00590,TP_methylase,Tetrapyrrole (Corrin/Porphyrin) Methylases,PFAM,33.1,5-207
OFBKKLGO_00062_group_3077,PF03819,MazG,MazG nucleotide pyrophosphohydrolase domain,PFAM,33.1,396-454;256-329
OFBKKLGO_00063_group_5774,PF01479,S4,S4 domain,PFAM,33.1,1-47
OFBKKLGO_00064_yabP,PF07873,YabP,YabP family,PFAM,33.1,17-82
OFBKKLGO_00066_divIC,PF04977,DivIC,Septum formation initiator,PFAM,33.1,46-122
OFBKKLGO_00067_pnp_1,PF00575,S1,S1 RNA binding domain,PFAM,33.1,4-74
OFBKKLGO_00069_group_16125,PF00092,VWA,von Willebrand factor type A domain,PFAM,33.1,7-78
OFBKKLGO_00071_tilS,PF09179,TilS,TilS substrate binding domain,PFAM,33.1,258-323
OFBKKLGO_00071_tilS,PF01171,ATP_bind_3,PP-loop family,PFAM,33.1,20-202
OFBKKLGO_00071_tilS,PF11734,TilS_C,TilS substrate C-terminal domain,PFAM,33.1,385-443
OFBKKLGO_00072_hpt,PF00156,Pribosyltran,Phosphoribosyl transferase domain,PFAM,33.1,13-159
OFBKKLGO_00073_ftsH,PF00004,AAA,ATPase family associated with various cellular activities (AAA),PFAM,33.1,197-329
OFBKKLGO_00073_ftsH,PF06480,FtsH_ext,FtsH Extracellular,PFAM,33.1,9-99
OFBKKLGO_00073_ftsH,PF17862,AAA_lid_3,AAA+ lid domain,PFAM,33.1,353-396
OFBKKLGO_00073_ftsH,PF01434,Peptidase_M41,Peptidase family M41,PFAM,33.1,410-600
OFBKKLGO_00074_coaX,PF03309,Pan_kinase,Type III pantothenate kinase,PFAM,33.1,2-194
OFBKKLGO_00075_hslO,PF01430,HSP33,Hsp33 protein,PFAM,33.1,2-278
OFBKKLGO_00077_cysK_1,PF00291,PALP,Pyridoxal-phosphate dependent enzyme,PFAM,33.1,9-293
OFBKKLGO_00078_pabB,PF00425,Chorismate_bind,chorismate binding enzyme,PFAM,33.1,200-453
OFBKKLGO_00078_pabB,PF04715,Anth_synt_I_N,"Anthranilate synthase component I, N terminal region",PFAM,33.1,18-150
OFBKKLGO_00079_pabA,PF00117,GATase,Glutamine amidotransferase class-I,PFAM,33.1,4-185
OFBKKLGO_00080_pabC,PF01063,Aminotran_4,Amino-transferase class IV,PFAM,33.1,29-254
OFBKKLGO_00081_folP,PF00809,Pterin_bind,Pterin binding enzyme,PFAM,33.1,28-261
OFBKKLGO_00082_folB,PF02152,FolB,Dihydroneopterin aldolase,PFAM,33.1,4-116
OFBKKLGO_00083_sulD,PF01288,HPPK,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)",PFAM,33.1,6-134
OFBKKLGO_00085_dusB,PF01207,Dus,Dihydrouridine synthase (Dus),PFAM,33.1,14-320
OFBKKLGO_00086_lysS,PF01336,tRNA_anti-codon,OB-fold nucleic acid binding domain,PFAM,33.1,65-142
OFBKKLGO_00086_lysS,PF00152,tRNA-synt_2,"tRNA synthetases class II (D, K and N)",PFAM,33.1,159-496
OFBKKLGO_00088_ctsR,PF05848,CtsR,CtsR N-terminal HTH domain,PFAM,33.1,4-75
OFBKKLGO_00088_ctsR,PF17727,CtsR_C,CtsR C-terminal dimerization domain,PFAM,33.1,82-149
OFBKKLGO_00089_mcsA,PF02151,UVR,UvrB/uvrC motif,PFAM,33.1,86-115
OFBKKLGO_00090_mcsB,PF00217,ATP-gua_Ptrans,"ATP:guanido phosphotransferase, C-terminal catalytic domain",PFAM,33.1,54-253
OFBKKLGO_00091_clpC,PF17871,AAA_lid_9,AAA lid domain,PFAM,33.1,344-445
OFBKKLGO_00091_clpC,PF02861,Clp_N,"Clp amino terminal domain, pathogenicity island component",PFAM,33.1,94-144;17-69
OFBKKLGO_00091_clpC,PF00004,AAA,ATPase family associated with various cellular activities (AAA),PFAM,33.1,206-318
OFBKKLGO_00091_clpC,PF07724,AAA_2,AAA domain (Cdc48 subfamily),PFAM,33.1,537-709
OFBKKLGO_00091_clpC,PF10431,ClpB_D2-small,"C-terminal, D2-small domain, of ClpB protein",PFAM,33.1,715-794
OFBKKLGO_00093_disA,PF10635,DisA-linker,DisA bacterial checkpoint controller linker region,PFAM,33.1,146-284
OFBKKLGO_00093_disA,PF02457,DAC,DisA bacterial checkpoint controller nucleotide-binding,PFAM,33.1,29-140
OFBKKLGO_00095_ispD,PF01128,IspD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,PFAM,33.1,4-224
OFBKKLGO_00096_ispF,PF02542,YgbB,YgbB family,PFAM,33.1,2-156
OFBKKLGO_00097_gltX,PF00749,tRNA-synt_1c,"tRNA synthetases class I (E and Q), catalytic domain",PFAM,33.1,4-323
OFBKKLGO_00099_cysE,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),PFAM,33.1,73-109;118-152
OFBKKLGO_00099_cysE,PF06426,SATase_N,"Serine acetyltransferase, N-terminal",PFAM,33.1,5-36
OFBKKLGO_00100_cysS,PF01406,tRNA-synt_1e,tRNA synthetases class I (C) catalytic domain,PFAM,33.1,16-313
OFBKKLGO_00100_cysS,PF09190,DALR_2,DALR domain,PFAM,33.1,353-412
OFBKKLGO_00101_mrnC,PF00636,Ribonuclease_3,Ribonuclease III domain,PFAM,33.1,17-116
OFBKKLGO_00102_group_5781,PF08032,SpoU_sub_bind,RNA 2'-O ribose methyltransferase substrate binding,PFAM,33.1,7-81
OFBKKLGO_00102_group_5781,PF00588,SpoU_methylase,SpoU rRNA Methylase family,PFAM,33.1,98-238
OFBKKLGO_00103_yacP,PF05991,NYN_YacP,YacP-like NYN domain,PFAM,33.1,4-166
OFBKKLGO_00104_sigH,PF04542,Sigma70_r2,Sigma-70 region 2,PFAM,33.1,38-107
OFBKKLGO_00104_sigH,PF08281,Sigma70_r4_2,"Sigma-70, region 4",PFAM,33.1,164-207
OFBKKLGO_00105_secE,PF00584,SecE,SecE/Sec61-gamma subunits of protein translocation complex,PFAM,33.1,5-58
OFBKKLGO_00106_nusG_1,PF02357,NusG,Transcription termination factor nusG,PFAM,33.1,3-109
OFBKKLGO_00106_nusG_1,PF00467,KOW,KOW motif,PFAM,33.1,128-158
OFBKKLGO_00107_rplK,PF03946,Ribosomal_L11_N,"Ribosomal protein L11, N-terminal domain",PFAM,33.1,2-66
OFBKKLGO_00107_rplK,PF00298,Ribosomal_L11,"Ribosomal protein L11, RNA binding domain",PFAM,33.1,71-139
OFBKKLGO_00108_rplA,PF00687,Ribosomal_L1,Ribosomal protein L1p/L10e family,PFAM,33.1,31-220
OFBKKLGO_00110_rplJ,PF00466,Ribosomal_L10,Ribosomal protein L10,PFAM,33.1,6-101
OFBKKLGO_00111_rplL,PF16320,Ribosomal_L12_N,Ribosomal protein L7/L12 dimerisation domain,PFAM,33.1,5-51
OFBKKLGO_00111_rplL,PF00542,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain,PFAM,33.1,57-123
OFBKKLGO_00112_rlmG,PF05175,MTS,Methyltransferase small domain,PFAM,33.1,28-197
OFBKKLGO_00113_rpoB,PF10385,RNA_pol_Rpb2_45,RNA polymerase beta subunit external 1 domain,PFAM,33.1,547-614
OFBKKLGO_00113_rpoB,PF04563,RNA_pol_Rpb2_1,RNA polymerase beta subunit,PFAM,33.1,28-454
OFBKKLGO_00113_rpoB,PF04565,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3",PFAM,33.1,469-537
OFBKKLGO_00113_rpoB,PF04561,RNA_pol_Rpb2_2,"RNA polymerase Rpb2, domain 2",PFAM,33.1,371-410;140-290
OFBKKLGO_00113_rpoB,PF04560,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7",PFAM,33.1,1071-1145
OFBKKLGO_00113_rpoB,PF00562,RNA_pol_Rpb2_6,"RNA polymerase Rpb2, domain 6",PFAM,33.1,676-1069
OFBKKLGO_00114_rpoC,PF00623,RNA_pol_Rpb1_2,"RNA polymerase Rpb1, domain 2",PFAM,33.1,378-474;333-386
OFBKKLGO_00114_rpoC,PF04998,RNA_pol_Rpb1_5,"RNA polymerase Rpb1, domain 5",PFAM,33.1,770-1129
OFBKKLGO_00114_rpoC,PF04997,RNA_pol_Rpb1_1,"RNA polymerase Rpb1, domain 1",PFAM,33.1,6-331
OFBKKLGO_00114_rpoC,PF04983,RNA_pol_Rpb1_3,"RNA polymerase Rpb1, domain 3",PFAM,33.1,478-663
OFBKKLGO_00114_rpoC,PF05000,RNA_pol_Rpb1_4,"RNA polymerase Rpb1, domain 4",PFAM,33.1,692-760
OFBKKLGO_00115_rplGB,PF01248,Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,PFAM,33.1,5-78
OFBKKLGO_00116_rpsL,PF00164,Ribosom_S12_S23,Ribosomal protein S12/S23,PFAM,33.1,36-136
OFBKKLGO_00117_rpsG,PF00177,Ribosomal_S7,Ribosomal protein S7p/S5e,PFAM,33.1,1-149
OFBKKLGO_00118_fusA,PF14492,EFG_III,"Elongation Factor G, domain III",PFAM,33.1,402-475
OFBKKLGO_00118_fusA,PF00009,GTP_EFTU,Elongation factor Tu GTP binding domain,PFAM,33.1,9-279
OFBKKLGO_00118_fusA,PF03144,GTP_EFTU_D2,Elongation factor Tu domain 2,PFAM,33.1,322-389
OFBKKLGO_00118_fusA,PF00679,EFG_C,Elongation factor G C-terminus,PFAM,33.1,598-684
OFBKKLGO_00118_fusA,PF03764,EFG_IV,"Elongation factor G, domain IV",PFAM,33.1,477-595
OFBKKLGO_00119_tuf,PF03143,GTP_EFTU_D3,Elongation factor Tu C-terminal domain,PFAM,33.1,300-394
OFBKKLGO_00119_tuf,PF03144,GTP_EFTU_D2,Elongation factor Tu domain 2,PFAM,33.1,226-295
OFBKKLGO_00119_tuf,PF00009,GTP_EFTU,Elongation factor Tu GTP binding domain,PFAM,33.1,10-202
OFBKKLGO_00121_rpsJ,PF00338,Ribosomal_S10,Ribosomal protein S10p/S20e,PFAM,33.1,7-101
OFBKKLGO_00122_rplC,PF00297,Ribosomal_L3,Ribosomal protein L3,PFAM,33.1,99-181
OFBKKLGO_00123_rplD,PF00573,Ribosomal_L4,Ribosomal protein L4/L1 family,PFAM,33.1,17-204
OFBKKLGO_00124_rplW,PF00276,Ribosomal_L23,Ribosomal protein L23,PFAM,33.1,6-88
OFBKKLGO_00125_rplB,PF03947,Ribosomal_L2_C,"Ribosomal Proteins L2, C-terminal domain",PFAM,33.1,125-251
OFBKKLGO_00125_rplB,PF00181,Ribosomal_L2,"Ribosomal Proteins L2, RNA binding domain",PFAM,33.1,42-117
OFBKKLGO_00126_rpsS,PF00203,Ribosomal_S19,Ribosomal protein S19,PFAM,33.1,3-83
OFBKKLGO_00127_rplV,PF00237,Ribosomal_L22,Ribosomal protein L22p/L17e,PFAM,33.1,5-108
OFBKKLGO_00128_rpsC,PF00189,Ribosomal_S3_C,"Ribosomal protein S3, C-terminal domain",PFAM,33.1,119-201
OFBKKLGO_00128_rpsC,PF07650,KH_2,KH domain,PFAM,33.1,37-109
OFBKKLGO_00129_rplP,PF00252,Ribosomal_L16,Ribosomal protein L16p/L10e,PFAM,33.1,4-132
OFBKKLGO_00130_rpmC,PF00831,Ribosomal_L29,Ribosomal L29 protein,PFAM,33.1,4-60
OFBKKLGO_00131_rpsQ,PF00366,Ribosomal_S17,Ribosomal protein S17,PFAM,33.1,12-79
OFBKKLGO_00132_rplN,PF00238,Ribosomal_L14,Ribosomal protein L14p/L23e,PFAM,33.1,1-122
OFBKKLGO_00133_rplX,PF17136,ribosomal_L24,Ribosomal proteins 50S L24/mitochondrial 39S L24,PFAM,33.1,38-100
OFBKKLGO_00133_rplX,PF00467,KOW,KOW motif,PFAM,33.1,5-36
OFBKKLGO_00134_rplE,PF00673,Ribosomal_L5_C,ribosomal L5P family C-terminus,PFAM,33.1,84-177
OFBKKLGO_00134_rplE,PF00281,Ribosomal_L5,Ribosomal protein L5,PFAM,33.1,24-80
OFBKKLGO_00135_rpsN1,PF00253,Ribosomal_S14,Ribosomal protein S14p/S29e,PFAM,33.1,9-60
OFBKKLGO_00136_rpsH,PF00410,Ribosomal_S8,Ribosomal protein S8,PFAM,33.1,5-132
OFBKKLGO_00137_rplF,PF00347,Ribosomal_L6,Ribosomal protein L6,PFAM,33.1,11-83;91-165
OFBKKLGO_00138_rplR,PF00861,Ribosomal_L18p,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",PFAM,33.1,6-120
OFBKKLGO_00139_rpsE,PF00333,Ribosomal_S5,"Ribosomal protein S5, N-terminal domain",PFAM,33.1,13-77
OFBKKLGO_00139_rpsE,PF03719,Ribosomal_S5_C,"Ribosomal protein S5, C-terminal domain",PFAM,33.1,89-159
OFBKKLGO_00140_rpmD,PF00327,Ribosomal_L30,Ribosomal protein L30p/L7e,PFAM,33.1,5-54
OFBKKLGO_00141_rplO,PF00828,Ribosomal_L27A,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",PFAM,33.1,28-144
OFBKKLGO_00142_secY,PF00344,SecY,SecY translocase,PFAM,33.1,68-413
OFBKKLGO_00143_adk,PF00406,ADK,Adenylate kinase,PFAM,33.1,5-190
OFBKKLGO_00143_adk,PF05191,ADK_lid,"Adenylate kinase, active site lid",PFAM,33.1,127-162
OFBKKLGO_00144_map,PF00557,Peptidase_M24,Metallopeptidase family M24,PFAM,33.1,13-239
OFBKKLGO_00145_infA,PF01176,eIF-1a,Translation initiation factor 1A / IF-1,PFAM,33.1,7-70
OFBKKLGO_00146_rpmJ,PF00444,Ribosomal_L36,Ribosomal protein L36,PFAM,33.1,1-37
OFBKKLGO_00147_rpsM,PF00416,Ribosomal_S13,Ribosomal protein S13/S18,PFAM,33.1,3-108
OFBKKLGO_00148_rpsK,PF00411,Ribosomal_S11,Ribosomal protein S11,PFAM,33.1,21-130
OFBKKLGO_00149_rpoA,PF03118,RNA_pol_A_CTD,"Bacterial RNA polymerase, alpha chain C terminal domain",PFAM,33.1,240-305
OFBKKLGO_00149_rpoA,PF01193,RNA_pol_L,RNA polymerase Rpb3/Rpb11 dimerisation domain,PFAM,33.1,26-221
OFBKKLGO_00149_rpoA,PF01000,RNA_pol_A_bac,RNA polymerase Rpb3/RpoA insert domain,PFAM,33.1,59-152
OFBKKLGO_00150_rplQ,PF01196,Ribosomal_L17,Ribosomal protein L17,PFAM,33.1,16-120
OFBKKLGO_00151_ecfA1,PF00005,ABC_tran,ABC transporter,PFAM,33.1,25-171
OFBKKLGO_00152_ecfA2,PF00005,ABC_tran,ABC transporter,PFAM,33.1,25-174
OFBKKLGO_00153_ecfT,PF02361,CbiQ,Cobalt transport protein,PFAM,33.1,14-237
OFBKKLGO_00154_truA,PF01416,PseudoU_synth_1,tRNA pseudouridine synthase,PFAM,33.1,9-104;144-246
OFBKKLGO_00156_rplM,PF00572,Ribosomal_L13,Ribosomal protein L13,PFAM,33.1,14-132
OFBKKLGO_00157_rpsI,PF00380,Ribosomal_S9,Ribosomal protein S9/S16,PFAM,33.1,10-130
OFBKKLGO_00158_group_4401,PF08241,Methyltransf_11,Methyltransferase domain,PFAM,33.1,63-158
OFBKKLGO_00160_group_3394,PF10730,DUF2521,Protein of unknown function (DUF2521),PFAM,33.1,3-149
OFBKKLGO_00161_cwlD,PF01520,Amidase_3,N-acetylmuramoyl-L-alanine amidase,PFAM,33.1,43-225
OFBKKLGO_00162_salA,PF10609,ParA,NUBPL iron-transfer P-loop NTPase,PFAM,33.1,109-344
OFBKKLGO_00163_gerD,PF17898,GerD,Spore germination GerD central core domain,PFAM,33.1,64-177
OFBKKLGO_00165_group_3395,PF01522,Polysacc_deac_1,Polysaccharide deacetylase,PFAM,33.1,52-175
OFBKKLGO_00168_lysJ,PF00202,Aminotran_3,Aminotransferase class-III,PFAM,33.1,19-417
OFBKKLGO_00169_group_3396,PF00459,Inositol_P,Inositol monophosphatase family,PFAM,33.1,7-299
OFBKKLGO_00170_gutB_1,PF00107,ADH_zinc_N,Zinc-binding dehydrogenase,PFAM,33.1,173-292
OFBKKLGO_00170_gutB_1,PF08240,ADH_N,Alcohol dehydrogenase GroES-like domain,PFAM,33.1,26-133
OFBKKLGO_00172_panS_1,PF01758,SBF,Sodium Bile acid symporter family,PFAM,33.1,46-215
OFBKKLGO_00174_feuC_1,PF01032,FecCD,FecCD transport family,PFAM,33.1,14-332
OFBKKLGO_00175_feuB_1,PF01032,FecCD,FecCD transport family,PFAM,33.1,18-327
OFBKKLGO_00176_feuA,PF01497,Peripla_BP_2,Periplasmic binding protein,PFAM,33.1,97-289
OFBKKLGO_00178_group_5792,PF07075,DUF1343,Protein of unknown function (DUF1343),PFAM,33.1,57-414
OFBKKLGO_00179_nagZ,PF01915,Glyco_hydro_3_C,Glycosyl hydrolase family 3 C-terminal domain,PFAM,33.1,431-617
OFBKKLGO_00179_nagZ,PF00933,Glyco_hydro_3,Glycosyl hydrolase family 3 N terminal domain,PFAM,33.1,38-387
OFBKKLGO_00181_group_3400,PF00367,PTS_EIIB,"phosphotransferase system, EIIB",PFAM,33.1,12-45
OFBKKLGO_00181_group_3400,PF02378,PTS_EIIC,"Phosphotransferase system, EIIC",PFAM,33.1,119-389
OFBKKLGO_00182_murQ,PF01380,SIS,SIS domain,PFAM,33.1,133-209
OFBKKLGO_00184_group_3402,PF04463,DUF523,Protein of unknown function (DUF523),PFAM,33.1,2-146
OFBKKLGO_00185_sigW,PF08281,Sigma70_r4_2,"Sigma-70, region 4",PFAM,33.1,130-180
OFBKKLGO_00185_sigW,PF04542,Sigma70_r2,Sigma-70 region 2,PFAM,33.1,24-89
OFBKKLGO_00186_rsiW,PF13490,zf-HC2,Putative zinc-finger,PFAM,33.1,3-37
OFBKKLGO_00187_cdaA,PF02457,DAC,DisA bacterial checkpoint controller nucleotide-binding,PFAM,33.1,118-235
OFBKKLGO_00188_cdaR_1,PF07949,YbbR,YbbR-like protein,PFAM,33.1,239-316;143-228;55-135
OFBKKLGO_00189_glmM,PF00408,PGM_PMM_IV,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",PFAM,33.1,373-441
OFBKKLGO_00189_glmM,PF02878,PGM_PMM_I,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",PFAM,33.1,3-134
OFBKKLGO_00189_glmM,PF02879,PGM_PMM_II,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II",PFAM,33.1,158-253
OFBKKLGO_00189_glmM,PF02880,PGM_PMM_III,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",PFAM,33.1,257-368
OFBKKLGO_00197_dkgB,PF00248,Aldo_ket_red,Aldo/keto reductase family,PFAM,33.1,20-263
OFBKKLGO_00201_yifK,PF00324,AA_permease,Amino acid permease,PFAM,33.1,14-438
OFBKKLGO_00209_yolA,PF16219,DUF4879,Domain of unknown function (DUF4879),PFAM,33.1,30-148
OFBKKLGO_00210_csgA,PF17334,CsgA,Minor curli fiber component A,PFAM,33.1,2-83
OFBKKLGO_00219_group_1688,PF10852,DUF2651,Protein of unknown function (DUF2651),PFAM,33.1,8-79
OFBKKLGO_00222_group_2645,PF01381,HTH_3,Helix-turn-helix,PFAM,33.1,14-47
OFBKKLGO_00224_purT,PF02222,ATP-grasp,ATP-grasp domain,PFAM,33.1,115-286
OFBKKLGO_00225_group_16181,PF01066,CDP-OH_P_transf,CDP-alcohol phosphatidyltransferase,PFAM,33.1,4-67
