Query_ID,Accession,Name,Description,Library,Library Release,Start_End
OFBKKLGO_00039_group_821,SSF82771,GIY-YIG endonuclease,,SUPERFAMILY,1.75,5-80
OFBKKLGO_00040_rsmI,SSF53790,Tetrapyrrole methylase,,SUPERFAMILY,1.75,14-232
OFBKKLGO_00041_abrB,SSF89447,AbrB/MazE/MraZ-like,,SUPERFAMILY,1.75,1-52
OFBKKLGO_00042_metG,SSF47323,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,,SUPERFAMILY,1.75,364-576
OFBKKLGO_00042_metG,SSF52374,Nucleotidylyl transferase,,SUPERFAMILY,1.75,5-361
OFBKKLGO_00042_metG,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,563-662
OFBKKLGO_00044_group_2629,SSF50685,Barwin-like endoglucanases,,SUPERFAMILY,1.75,379-421
OFBKKLGO_00045_rnmV_1,SSF110455,Toprim domain,,SUPERFAMILY,1.75,1-115
OFBKKLGO_00046_rsmA,SSF53335,S-adenosyl-L-methionine-dependent methyltransferases,,SUPERFAMILY,1.75,17-291
OFBKKLGO_00050_ispE,SSF55060,"GHMP Kinase, C-terminal domain",,SUPERFAMILY,1.75,161-281
OFBKKLGO_00050_ispE,SSF54211,Ribosomal protein S5 domain 2-like,,SUPERFAMILY,1.75,2-157
OFBKKLGO_00051_purR,SSF53271,PRTase-like,,SUPERFAMILY,1.75,93-264
OFBKKLGO_00051_purR,SSF46785,Winged helix DNA-binding domain,,SUPERFAMILY,1.75,2-73
OFBKKLGO_00052_yabJ,SSF55298,YjgF-like,,SUPERFAMILY,1.75,2-125
OFBKKLGO_00053_spoVG,SSF160537,SpoVG-like,,SUPERFAMILY,1.75,2-84
OFBKKLGO_00054_glmU,SSF51161,Trimeric LpxA-like enzymes,,SUPERFAMILY,1.75,249-446
OFBKKLGO_00054_glmU,SSF53448,Nucleotide-diphospho-sugar transferases,,SUPERFAMILY,1.75,5-253
OFBKKLGO_00055_prs,SSF53271,PRTase-like,,SUPERFAMILY,1.75,75-308
OFBKKLGO_00056_ctc,SSF50715,Ribosomal protein L25-like,,SUPERFAMILY,1.75,2-187
OFBKKLGO_00057_pth,SSF53178,Peptidyl-tRNA hydrolase-like,,SUPERFAMILY,1.75,1-185
OFBKKLGO_00059_mfd,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,377-490
OFBKKLGO_00059_mfd,SSF141259,CarD-like,,SUPERFAMILY,1.75,491-568
OFBKKLGO_00059_mfd,SSF143517,TRCF domain-like,,SUPERFAMILY,1.75,1011-1169
OFBKKLGO_00059_mfd,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,14-368
OFBKKLGO_00059_mfd,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,543-803
OFBKKLGO_00059_mfd,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,802-1009
OFBKKLGO_00062_group_3077,SSF101386,all-alpha NTP pyrophosphatases,,SUPERFAMILY,1.75,233-333
OFBKKLGO_00062_group_3077,SSF101386,all-alpha NTP pyrophosphatases,,SUPERFAMILY,1.75,363-464
OFBKKLGO_00062_group_3077,SSF53790,Tetrapyrrole methylase,,SUPERFAMILY,1.75,3-258
OFBKKLGO_00063_group_5774,SSF55174,Alpha-L RNA-binding motif,,SUPERFAMILY,1.75,1-76
OFBKKLGO_00067_pnp_1,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,4-84
OFBKKLGO_00069_group_16125,SSF53300,vWA-like,,SUPERFAMILY,1.75,3-71
OFBKKLGO_00069_group_16125,SSF53300,vWA-like,,SUPERFAMILY,1.75,133-226
OFBKKLGO_00071_tilS,SSF52402,Adenine nucleotide alpha hydrolases-like,,SUPERFAMILY,1.75,7-235
OFBKKLGO_00071_tilS,SSF56037,PheT/TilS domain,,SUPERFAMILY,1.75,376-442
OFBKKLGO_00071_tilS,SSF82829,MesJ substrate recognition domain-like,,SUPERFAMILY,1.75,213-322
OFBKKLGO_00072_hpt,SSF53271,PRTase-like,,SUPERFAMILY,1.75,3-178
OFBKKLGO_00073_ftsH,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,151-401
OFBKKLGO_00073_ftsH,SSF140990,FtsH protease domain-like,,SUPERFAMILY,1.75,411-607
OFBKKLGO_00074_coaX,SSF53067,Actin-like ATPase domain,,SUPERFAMILY,1.75,2-110
OFBKKLGO_00074_coaX,SSF53067,Actin-like ATPase domain,,SUPERFAMILY,1.75,111-241
OFBKKLGO_00075_hslO,SSF118352,HSP33 redox switch-like,,SUPERFAMILY,1.75,229-288
OFBKKLGO_00075_hslO,SSF64397,Hsp33 domain,,SUPERFAMILY,1.75,1-239
OFBKKLGO_00077_cysK_1,SSF53686,Tryptophan synthase beta subunit-like PLP-dependent enzymes,,SUPERFAMILY,1.75,3-306
OFBKKLGO_00078_pabB,SSF56322,ADC synthase,,SUPERFAMILY,1.75,15-463
OFBKKLGO_00079_pabA,SSF52317,Class I glutamine amidotransferase-like,,SUPERFAMILY,1.75,1-189
OFBKKLGO_00080_pabC,SSF56752,D-aminoacid aminotransferase-like PLP-dependent enzymes,,SUPERFAMILY,1.75,2-275
OFBKKLGO_00081_folP,SSF51717,Dihydropteroate synthetase-like,,SUPERFAMILY,1.75,17-278
OFBKKLGO_00082_folB,SSF55620,Tetrahydrobiopterin biosynthesis enzymes-like,,SUPERFAMILY,1.75,2-119
OFBKKLGO_00083_sulD,SSF55083,"6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, HPPK",,SUPERFAMILY,1.75,3-140
OFBKKLGO_00085_dusB,SSF51395,FMN-linked oxidoreductases,,SUPERFAMILY,1.75,11-322
OFBKKLGO_00086_lysS,SSF55681,Class II aaRS and biotin synthetases,,SUPERFAMILY,1.75,158-497
OFBKKLGO_00086_lysS,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,10-151
OFBKKLGO_00089_mcsA,SSF46600,C-terminal UvrC-binding domain of UvrB,,SUPERFAMILY,1.75,80-116
OFBKKLGO_00090_mcsB,SSF55931,Glutamine synthetase/guanido kinase,,SUPERFAMILY,1.75,3-268
OFBKKLGO_00091_clpC,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,162-469
OFBKKLGO_00091_clpC,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,487-803
OFBKKLGO_00091_clpC,SSF81923,Double Clp-N motif,,SUPERFAMILY,1.75,5-150
OFBKKLGO_00093_disA,SSF143597,YojJ-like,,SUPERFAMILY,1.75,22-146
OFBKKLGO_00093_disA,SSF47781,RuvA domain 2-like,,SUPERFAMILY,1.75,242-357
OFBKKLGO_00094_yacL,SSF88723,PIN domain-like,,SUPERFAMILY,1.75,167-294
OFBKKLGO_00095_ispD,SSF53448,Nucleotide-diphospho-sugar transferases,,SUPERFAMILY,1.75,3-224
OFBKKLGO_00096_ispF,SSF69765,IpsF-like,,SUPERFAMILY,1.75,1-157
OFBKKLGO_00097_gltX,SSF48163,An anticodon-binding domain of class I aminoacyl-tRNA synthetases,,SUPERFAMILY,1.75,298-482
OFBKKLGO_00097_gltX,SSF52374,Nucleotidylyl transferase,,SUPERFAMILY,1.75,5-316
OFBKKLGO_00099_cysE,SSF51161,Trimeric LpxA-like enzymes,,SUPERFAMILY,1.75,3-169
OFBKKLGO_00100_cysS,SSF52374,Nucleotidylyl transferase,,SUPERFAMILY,1.75,4-314
OFBKKLGO_00100_cysS,SSF47323,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,,SUPERFAMILY,1.75,320-464
OFBKKLGO_00101_mrnC,SSF69065,RNase III domain-like,,SUPERFAMILY,1.75,9-129
OFBKKLGO_00102_group_5781,SSF55315,L30e-like,,SUPERFAMILY,1.75,2-78
OFBKKLGO_00102_group_5781,SSF75217,alpha/beta knot,,SUPERFAMILY,1.75,69-245
OFBKKLGO_00104_sigH,SSF88946,Sigma2 domain of RNA polymerase sigma factors,,SUPERFAMILY,1.75,20-107
OFBKKLGO_00104_sigH,SSF88659,Sigma3 and sigma4 domains of RNA polymerase sigma factors,,SUPERFAMILY,1.75,125-211
OFBKKLGO_00106_nusG_1,SSF82679,"N-utilization substance G protein NusG, N-terminal domain",,SUPERFAMILY,1.75,2-114
OFBKKLGO_00106_nusG_1,SSF50104,Translation proteins SH3-like domain,,SUPERFAMILY,1.75,121-177
OFBKKLGO_00107_rplK,SSF54747,Ribosomal L11/L12e N-terminal domain,,SUPERFAMILY,1.75,2-84
OFBKKLGO_00107_rplK,SSF46906,"Ribosomal protein L11, C-terminal domain",,SUPERFAMILY,1.75,67-140
OFBKKLGO_00108_rplA,SSF56808,Ribosomal protein L1,,SUPERFAMILY,1.75,6-226
OFBKKLGO_00110_rplJ,SSF160369,Ribosomal protein L10-like,,SUPERFAMILY,1.75,5-160
OFBKKLGO_00111_rplL,SSF48300,"Ribosomal protein L7/12, oligomerisation (N-terminal) domain",,SUPERFAMILY,1.75,4-58
OFBKKLGO_00111_rplL,SSF54736,ClpS-like,,SUPERFAMILY,1.75,52-123
OFBKKLGO_00112_rlmG,SSF53335,S-adenosyl-L-methionine-dependent methyltransferases,,SUPERFAMILY,1.75,7-200
OFBKKLGO_00113_rpoB,SSF64484,beta and beta-prime subunits of DNA dependent RNA-polymerase,,SUPERFAMILY,1.75,13-1157
OFBKKLGO_00114_rpoC,SSF64484,beta and beta-prime subunits of DNA dependent RNA-polymerase,,SUPERFAMILY,1.75,5-1181
OFBKKLGO_00115_rplGB,SSF55315,L30e-like,,SUPERFAMILY,1.75,4-80
OFBKKLGO_00116_rpsL,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,2-136
OFBKKLGO_00117_rpsG,SSF47973,Ribosomal protein S7,,SUPERFAMILY,1.75,1-149
OFBKKLGO_00118_fusA,SSF50447,Translation proteins,,SUPERFAMILY,1.75,263-402
OFBKKLGO_00118_fusA,SSF54980,EF-G C-terminal domain-like,,SUPERFAMILY,1.75,400-478
OFBKKLGO_00118_fusA,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,6-279
OFBKKLGO_00118_fusA,SSF54980,EF-G C-terminal domain-like,,SUPERFAMILY,1.75,598-688
OFBKKLGO_00118_fusA,SSF54211,Ribosomal protein S5 domain 2-like,,SUPERFAMILY,1.75,477-597
OFBKKLGO_00119_tuf,SSF50447,Translation proteins,,SUPERFAMILY,1.75,204-303
OFBKKLGO_00119_tuf,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,6-220
OFBKKLGO_00119_tuf,SSF50465,EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain,,SUPERFAMILY,1.75,304-396
OFBKKLGO_00121_rpsJ,SSF54999,Ribosomal protein S10,,SUPERFAMILY,1.75,5-102
OFBKKLGO_00122_rplC,SSF50447,Translation proteins,,SUPERFAMILY,1.75,1-207
OFBKKLGO_00123_rplD,SSF52166,Ribosomal protein L4,,SUPERFAMILY,1.75,1-206
OFBKKLGO_00124_rplW,SSF54189,"Ribosomal proteins S24e, L23 and L15e",,SUPERFAMILY,1.75,2-91
OFBKKLGO_00125_rplB,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,2-125
OFBKKLGO_00125_rplB,SSF50104,Translation proteins SH3-like domain,,SUPERFAMILY,1.75,126-273
OFBKKLGO_00126_rpsS,SSF54570,Ribosomal protein S19,,SUPERFAMILY,1.75,3-84
OFBKKLGO_00127_rplV,SSF54843,Ribosomal protein L22,,SUPERFAMILY,1.75,1-112
OFBKKLGO_00128_rpsC,SSF54821,Ribosomal protein S3 C-terminal domain,,SUPERFAMILY,1.75,107-205
OFBKKLGO_00128_rpsC,SSF54814,Prokaryotic type KH domain (KH-domain type II),,SUPERFAMILY,1.75,2-105
OFBKKLGO_00129_rplP,SSF54686,Ribosomal protein L16p/L10e,,SUPERFAMILY,1.75,1-137
OFBKKLGO_00130_rpmC,SSF46561,Ribosomal protein L29 (L29p),,SUPERFAMILY,1.75,1-63
OFBKKLGO_00131_rpsQ,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,7-84
OFBKKLGO_00132_rplN,SSF50193,Ribosomal protein L14,,SUPERFAMILY,1.75,1-122
OFBKKLGO_00133_rplX,SSF50104,Translation proteins SH3-like domain,,SUPERFAMILY,1.75,1-100
OFBKKLGO_00134_rplE,SSF55282,RL5-like,,SUPERFAMILY,1.75,3-178
OFBKKLGO_00135_rpsN1,SSF57716,Glucocorticoid receptor-like (DNA-binding domain),,SUPERFAMILY,1.75,3-61
OFBKKLGO_00136_rpsH,SSF56047,Ribosomal protein S8,,SUPERFAMILY,1.75,2-132
OFBKKLGO_00137_rplF,SSF56053,Ribosomal protein L6,,SUPERFAMILY,1.75,1-83
OFBKKLGO_00137_rplF,SSF56053,Ribosomal protein L6,,SUPERFAMILY,1.75,84-177
OFBKKLGO_00138_rplR,SSF53137,Translational machinery components,,SUPERFAMILY,1.75,7-118
OFBKKLGO_00139_rpsE,SSF54768,dsRNA-binding domain-like,,SUPERFAMILY,1.75,11-78
OFBKKLGO_00139_rpsE,SSF54211,Ribosomal protein S5 domain 2-like,,SUPERFAMILY,1.75,82-161
OFBKKLGO_00140_rpmD,SSF55129,Ribosomal protein L30p/L7e,,SUPERFAMILY,1.75,1-58
OFBKKLGO_00141_rplO,SSF52080,Ribosomal proteins L15p and L18e,,SUPERFAMILY,1.75,4-143
OFBKKLGO_00142_secY,SSF103491,Preprotein translocase SecY subunit,,SUPERFAMILY,1.75,2-420
OFBKKLGO_00143_adk,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,1-213
OFBKKLGO_00144_map,SSF55920,Creatinase/aminopeptidase,,SUPERFAMILY,1.75,1-247
OFBKKLGO_00145_infA,SSF50249,Nucleic acid-binding proteins,,SUPERFAMILY,1.75,1-71
OFBKKLGO_00146_rpmJ,SSF57840,Ribosomal protein L36,,SUPERFAMILY,1.75,1-37
OFBKKLGO_00147_rpsM,SSF46946,S13-like H2TH domain,,SUPERFAMILY,1.75,2-114
OFBKKLGO_00148_rpsK,SSF53137,Translational machinery components,,SUPERFAMILY,1.75,16-131
OFBKKLGO_00149_rpoA,SSF55257,RBP11-like subunits of RNA polymerase,,SUPERFAMILY,1.75,5-230
OFBKKLGO_00149_rpoA,SSF47789,C-terminal domain of RNA polymerase alpha subunit,,SUPERFAMILY,1.75,247-313
OFBKKLGO_00149_rpoA,SSF56553,Insert subdomain of RNA polymerase alpha subunit,,SUPERFAMILY,1.75,50-171
OFBKKLGO_00150_rplQ,SSF64263,Prokaryotic ribosomal protein L17,,SUPERFAMILY,1.75,2-120
OFBKKLGO_00151_ecfA1,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,6-231
OFBKKLGO_00152_ecfA2,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,3-237
OFBKKLGO_00154_truA,SSF55120,Pseudouridine synthase,,SUPERFAMILY,1.75,1-247
OFBKKLGO_00156_rplM,SSF52161,Ribosomal protein L13,,SUPERFAMILY,1.75,6-143
OFBKKLGO_00157_rpsI,SSF54211,Ribosomal protein S5 domain 2-like,,SUPERFAMILY,1.75,5-130
OFBKKLGO_00158_group_4401,SSF53335,S-adenosyl-L-methionine-dependent methyltransferases,,SUPERFAMILY,1.75,46-234
OFBKKLGO_00161_cwlD,SSF53187,Zn-dependent exopeptidases,,SUPERFAMILY,1.75,41-230
OFBKKLGO_00162_salA,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,107-347
OFBKKLGO_00165_group_3395,SSF88713,Glycoside hydrolase/deacetylase,,SUPERFAMILY,1.75,22-243
OFBKKLGO_00168_lysJ,SSF53383,PLP-dependent transferases,,SUPERFAMILY,1.75,13-421
OFBKKLGO_00169_group_3396,SSF56655,Carbohydrate phosphatase,,SUPERFAMILY,1.75,33-304
OFBKKLGO_00170_gutB_1,SSF50129,GroES-like,,SUPERFAMILY,1.75,1-172
OFBKKLGO_00170_gutB_1,SSF51735,NAD(P)-binding Rossmann-fold domains,,SUPERFAMILY,1.75,140-285
OFBKKLGO_00174_feuC_1,SSF81345,"ABC transporter involved in vitamin B12 uptake, BtuC",,SUPERFAMILY,1.75,4-332
OFBKKLGO_00175_feuB_1,SSF81345,"ABC transporter involved in vitamin B12 uptake, BtuC",,SUPERFAMILY,1.75,3-327
OFBKKLGO_00176_feuA,SSF53807,Helical backbone metal receptor,,SUPERFAMILY,1.75,44-308
OFBKKLGO_00179_nagZ,SSF51445,(Trans)glycosidases,,SUPERFAMILY,1.75,22-429
OFBKKLGO_00179_nagZ,SSF52279,"Beta-D-glucan exohydrolase, C-terminal domain",,SUPERFAMILY,1.75,431-630
OFBKKLGO_00181_group_3400,SSF55604,Glucose permease domain IIB,,SUPERFAMILY,1.75,10-84
OFBKKLGO_00182_murQ,SSF53697,SIS domain,,SUPERFAMILY,1.75,10-252
OFBKKLGO_00185_sigW,SSF88659,Sigma3 and sigma4 domains of RNA polymerase sigma factors,,SUPERFAMILY,1.75,117-185
OFBKKLGO_00185_sigW,SSF88946,Sigma2 domain of RNA polymerase sigma factors,,SUPERFAMILY,1.75,8-98
OFBKKLGO_00187_cdaA,SSF143597,YojJ-like,,SUPERFAMILY,1.75,40-240
OFBKKLGO_00189_glmM,SSF55957,"Phosphoglucomutase, C-terminal domain",,SUPERFAMILY,1.75,357-446
OFBKKLGO_00189_glmM,SSF53738,"Phosphoglucomutase, first 3 domains",,SUPERFAMILY,1.75,257-365
OFBKKLGO_00189_glmM,SSF53738,"Phosphoglucomutase, first 3 domains",,SUPERFAMILY,1.75,157-256
OFBKKLGO_00189_glmM,SSF53738,"Phosphoglucomutase, first 3 domains",,SUPERFAMILY,1.75,3-180
OFBKKLGO_00197_dkgB,SSF51430,NAD(P)-linked oxidoreductase,,SUPERFAMILY,1.75,12-266
OFBKKLGO_00222_group_2645,SSF47413,lambda repressor-like DNA-binding domains,,SUPERFAMILY,1.75,6-63
OFBKKLGO_00224_purT,SSF52440,PreATP-grasp domain,,SUPERFAMILY,1.75,4-104
OFBKKLGO_00224_purT,SSF56059,Glutathione synthetase ATP-binding domain-like,,SUPERFAMILY,1.75,113-377
OFBKKLGO_00229_group_5798,SSF52821,Rhodanese/Cell cycle control phosphatase,,SUPERFAMILY,1.75,90-247
OFBKKLGO_00230_gltP,SSF118215,Proton glutamate symport protein,,SUPERFAMILY,1.75,6-396
OFBKKLGO_00231_ilvE,SSF56752,D-aminoacid aminotransferase-like PLP-dependent enzymes,,SUPERFAMILY,1.75,4-352
OFBKKLGO_00233_mmuM,SSF82282,Homocysteine S-methyltransferase,,SUPERFAMILY,1.75,3-312
OFBKKLGO_00235_glsA1,SSF56601,beta-lactamase/transpeptidase-like,,SUPERFAMILY,1.75,3-327
OFBKKLGO_00252_pcp,SSF53182,Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase),,SUPERFAMILY,1.75,2-207
OFBKKLGO_00254_emrY,SSF103473,MFS general substrate transporter,,SUPERFAMILY,1.75,9-474
OFBKKLGO_00255_yxaF_1,SSF48498,"Tetracyclin repressor-like, C-terminal domain",,SUPERFAMILY,1.75,78-187
OFBKKLGO_00255_yxaF_1,SSF46689,Homeodomain-like,,SUPERFAMILY,1.75,5-69
OFBKKLGO_00256_estA,SSF53474,alpha/beta-Hydrolases,,SUPERFAMILY,1.75,35-143
OFBKKLGO_00257_group_4416,SSF47954,Cyclin-like,,SUPERFAMILY,1.75,269-340
OFBKKLGO_00257_group_4416,SSF103642,Sec-C motif,,SUPERFAMILY,1.75,4-24
OFBKKLGO_00262_cwlK,SSF55166,Hedgehog/DD-peptidase,,SUPERFAMILY,1.75,43-165
OFBKKLGO_00268_znuA,SSF53807,Helical backbone metal receptor,,SUPERFAMILY,1.75,16-316
OFBKKLGO_00269_znuC,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,3-215
OFBKKLGO_00270_znuB,SSF81345,"ABC transporter involved in vitamin B12 uptake, BtuC",,SUPERFAMILY,1.75,3-255
OFBKKLGO_00271_group_1698,SSF51679,Bacterial luciferase-like,,SUPERFAMILY,1.75,2-328
OFBKKLGO_00278_naiP,SSF103473,MFS general substrate transporter,,SUPERFAMILY,1.75,8-397
OFBKKLGO_00280_opuAA,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,40-275
OFBKKLGO_00280_opuAA,SSF54631,CBS-domain pair,,SUPERFAMILY,1.75,279-395
OFBKKLGO_00281_opuAB,SSF161098,MetI-like,,SUPERFAMILY,1.75,86-269
OFBKKLGO_00282_opuAC,SSF53850,Periplasmic binding protein-like II,,SUPERFAMILY,1.75,31-188
OFBKKLGO_00282_opuAC,SSF53850,Periplasmic binding protein-like II,,SUPERFAMILY,1.75,188-293
OFBKKLGO_00283_scmP_1,SSF55031,Bacterial exopeptidase dimerisation domain,,SUPERFAMILY,1.75,173-283
OFBKKLGO_00283_scmP_1,SSF53187,Zn-dependent exopeptidases,,SUPERFAMILY,1.75,5-369
OFBKKLGO_00287_ldh_2,SSF51735,NAD(P)-binding Rossmann-fold domains,,SUPERFAMILY,1.75,3-146
OFBKKLGO_00287_ldh_2,SSF56327,LDH C-terminal domain-like,,SUPERFAMILY,1.75,147-311
OFBKKLGO_00294_nadE,SSF52402,Adenine nucleotide alpha hydrolases-like,,SUPERFAMILY,1.75,4-271
OFBKKLGO_00296_dgoT,SSF103473,MFS general substrate transporter,,SUPERFAMILY,1.75,13-432
OFBKKLGO_00297_aroK,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,12-176
OFBKKLGO_00298_cah,SSF53474,alpha/beta-Hydrolases,,SUPERFAMILY,1.75,8-317
OFBKKLGO_00300_putB,SSF51730,FAD-linked oxidoreductase,,SUPERFAMILY,1.75,36-298
OFBKKLGO_00301_putC,SSF53720,ALDH-like,,SUPERFAMILY,1.75,4-511
OFBKKLGO_00304_ycgT,SSF51905,FAD/NAD(P)-binding domain,,SUPERFAMILY,1.75,4-316
OFBKKLGO_00307_nasD,SSF55124,Nitrite/Sulfite reductase N-terminal domain-like,,SUPERFAMILY,1.75,514-635
OFBKKLGO_00307_nasD,SSF51905,FAD/NAD(P)-binding domain,,SUPERFAMILY,1.75,4-191
OFBKKLGO_00307_nasD,SSF56014,Nitrite and sulphite reductase 4Fe-4S domain-like,,SUPERFAMILY,1.75,627-793
OFBKKLGO_00307_nasD,SSF51905,FAD/NAD(P)-binding domain,,SUPERFAMILY,1.75,143-306
OFBKKLGO_00309_yciC,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,2-308
OFBKKLGO_00316_hxlB,SSF53697,SIS domain,,SUPERFAMILY,1.75,4-184
OFBKKLGO_00318_hxlR,SSF46785,Winged helix DNA-binding domain,,SUPERFAMILY,1.75,5-106
OFBKKLGO_00322_srfAD,SSF53474,alpha/beta-Hydrolases,,SUPERFAMILY,1.75,11-234
OFBKKLGO_00326_tcyC,SSF52540,P-loop containing nucleoside triphosphate hydrolases,,SUPERFAMILY,1.75,1-239
OFBKKLGO_00327_tcyB,SSF161098,MetI-like,,SUPERFAMILY,1.75,25-230
OFBKKLGO_00328_tcyA,SSF53850,Periplasmic binding protein-like II,,SUPERFAMILY,1.75,1-262
OFBKKLGO_00329_gltC_1,SSF53850,Periplasmic binding protein-like II,,SUPERFAMILY,1.75,90-289
OFBKKLGO_00329_gltC_1,SSF46785,Winged helix DNA-binding domain,,SUPERFAMILY,1.75,1-88
OFBKKLGO_00330_bsdB,SSF52507,"Homo-oligomeric flavin-containing Cys decarboxylases, HFCD",,SUPERFAMILY,1.75,1-184
OFBKKLGO_00331_bsdC,SSF143968,UbiD C-terminal domain-like,,SUPERFAMILY,1.75,311-462
OFBKKLGO_00331_bsdC,SSF50475,FMN-binding split barrel,,SUPERFAMILY,1.75,3-308
OFBKKLGO_00334_dtpT,SSF103473,MFS general substrate transporter,,SUPERFAMILY,1.75,14-486
OFBKKLGO_00340_ntaA,SSF51679,Bacterial luciferase-like,,SUPERFAMILY,1.75,4-434
OFBKKLGO_00341_scmL,SSF55729,Acyl-CoA N-acyltransferases (Nat),,SUPERFAMILY,1.75,6-159
